Name,FQDN,Class,Is Virtual,Location,IP Address,Sub-Environment,Operational Status,Status (install_status),Operating System,OS Version,PCI Designation
10.228.114.237,10.228.114.237,ESX Server,TRUE,Woonsocket-1 CVS Drive,10.228.114.237,,Non-Operational,Retired,ESX,VMware ESXi 8.0.2 build-24117913,
10.228.208.90,10.228.208.90,ESX Server,TRUE,,10.228.208.90,DEV,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24416880,
10.228.208.91,10.228.208.91,ESX Server,TRUE,Woonsocket-1 CVS Drive,10.228.208.91,,Non-Operational,Retired,ESX,VMware ESXi 8.0.2 build-24117913,
10.228.208.96,10.228.208.96,ESX Server,TRUE,,10.228.208.96,DEV,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24416880,
10.228.208.97,10.228.208.97,ESX Server,TRUE,Woonsocket-1 CVS Drive,10.228.208.97,,Non-Operational,Retired,ESX,VMware ESXi 8.0.2 build-24117913,
10.228.213.58,10.228.213.58,ESX Server,TRUE,Woonsocket-1 CVS Drive,10.228.213.58,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.228.213.59,10.228.213.59,ESX Server,FALSE,Woonsocket-1 CVS Drive,10.228.213.59,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.228.213.64,10.228.213.64,ESX Server,TRUE,Woonsocket-1 CVS Drive,10.228.213.64,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.228.213.65,10.228.213.65,ESX Server,FALSE,Woonsocket-1 CVS Drive,10.228.213.65,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.228.244.231,10.228.244.231,ESX Server,TRUE,,10.228.244.231,DEV,Operational,Installed,ESX,VMware ESXi 7.0.3 build-24416880,
10.228.244.232,10.228.244.232,ESX Server,TRUE,Woonsocket-1 CVS Drive,10.228.244.232,,Non-Operational,Retired,ESX,VMware ESXi 7.0.3 build-24117913,
10.228.244.233,10.228.244.233,ESX Server,TRUE,Woonsocket-1 CVS Drive,10.228.244.233,,Non-Operational,Retired,ESX,VMware ESXi 7.0.3 build-24117913,
10.228.244.234,10.228.244.234,ESX Server,TRUE,,10.228.244.234,DEV,Operational,Installed,ESX,VMware ESXi 7.0.3 build-24416880,
10.228.244.235,10.228.244.235,ESX Server,TRUE,Woonsocket-1 CVS Drive,10.228.244.235,,Non-Operational,Retired,ESX,VMware ESXi 7.0.3 build-24117913,
10.228.244.236,10.228.244.236,ESX Server,TRUE,Woonsocket-1 CVS Drive,10.228.244.236,,Non-Operational,Retired,ESX,VMware ESXi 7.0.3 build-24117913,
10.228.244.243,10.228.244.243,ESX Server,TRUE,Woonsocket-1 CVS Drive,10.228.244.243,,Non-Operational,Retired,ESX,VMware ESXi 7.0.3 build-24117913,
10.228.244.244,10.228.244.244,ESX Server,TRUE,Woonsocket-1 CVS Drive,10.228.244.244,,Non-Operational,Retired,ESX,VMware ESXi 7.0.3 build-24117913,
10.228.244.245,10.228.244.245,ESX Server,TRUE,,10.228.244.245,DEV,Operational,Installed,ESX,VMware ESXi 8.0.3 build-24416880,
10.228.244.246,10.228.244.246,ESX Server,TRUE,,10.228.244.246,DEV,Operational,Installed,ESX,VMware ESXi 8.0.3 build-24416880,
10.228.244.247,10.228.244.247,ESX Server,TRUE,Woonsocket-1 CVS Drive,10.228.244.247,,Non-Operational,Retired,ESX,VMware ESXi 7.0.3 build-24117913,
10.228.244.248,10.228.244.248,ESX Server,TRUE,Woonsocket-1 CVS Drive,10.228.244.248,,Non-Operational,Retired,ESX,VMware ESXi 7.0.3 build-24117913,
10.42.151.27,10.42.151.27,ESX Server,FALSE,Phoenix-4025 E. Cotton Center,10.42.151.27,,Non-Operational,Retired,ESX,,
10.42.151.29,10.42.151.29,ESX Server,FALSE,Phoenix-4025 E. Cotton Center,10.42.151.29,,Non-Operational,Retired,ESX,,
10.42.4.200,10.42.4.200,ESX Server,TRUE,,10.42.4.200,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.4.201,10.42.4.201,ESX Server,TRUE,,10.42.4.201,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.4.203,10.42.4.203,ESX Server,TRUE,,10.42.4.203,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.4.204,10.42.4.204,ESX Server,TRUE,,10.42.4.204,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.4.210,10.42.4.210,ESX Server,TRUE,,10.42.4.210,,Operational,Retired,ESX,VMware ESXi 7.0.2 build-22751820,
10.42.4.211,10.42.4.211,ESX Server,TRUE,,10.42.4.211,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.4.214,10.42.4.214,ESX Server,TRUE,,10.42.4.214,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.4.215,10.42.4.215,ESX Server,TRUE,,10.42.4.215,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.4.216,10.42.4.216,ESX Server,TRUE,,10.42.4.216,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.4.221,10.42.4.221,ESX Server,TRUE,,10.42.4.221,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.4.224,10.42.4.224,ESX Server,TRUE,,10.42.4.224,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.4.225,10.42.4.225,ESX Server,TRUE,,10.42.4.225,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.4.227,10.42.4.227,ESX Server,TRUE,,10.42.4.227,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.4.228,10.42.4.228,ESX Server,TRUE,,10.42.4.228,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.4.229,10.42.4.229,ESX Server,TRUE,,10.42.4.229,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.4.240,10.42.4.240,ESX Server,TRUE,,10.42.4.240,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.4.241,10.42.4.241,ESX Server,TRUE,,10.42.4.241,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.4.242,10.42.4.242,ESX Server,TRUE,,10.42.4.242,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.4.244,10.42.4.244,ESX Server,TRUE,,10.42.4.244,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.59.200,10.42.59.200,ESX Server,TRUE,,10.42.59.200,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.59.201,10.42.59.201,ESX Server,TRUE,,10.42.59.201,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.59.205,10.42.59.205,ESX Server,TRUE,,10.42.59.205,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.59.206,10.42.59.206,ESX Server,TRUE,,10.42.59.206,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.59.210,10.42.59.210,ESX Server,TRUE,,10.42.59.210,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.59.213,10.42.59.213,ESX Server,TRUE,,10.42.59.213,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.59.214,10.42.59.214,ESX Server,TRUE,,10.42.59.214,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.59.215,10.42.59.215,ESX Server,TRUE,,10.42.59.215,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.59.216,10.42.59.216,ESX Server,TRUE,,10.42.59.216,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.59.220,10.42.59.220,ESX Server,TRUE,,10.42.59.220,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.59.222,10.42.59.222,ESX Server,TRUE,,10.42.59.222,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.59.225,10.42.59.225,ESX Server,TRUE,,10.42.59.225,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.59.226,10.42.59.226,ESX Server,TRUE,,10.42.59.226,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.59.227,10.42.59.227,ESX Server,TRUE,,10.42.59.227,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.42.59.228,10.42.59.228,ESX Server,TRUE,,10.42.59.228,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
10.54.16.90,10.54.16.90,ESX Server,TRUE,Middletown-Middle St Data Center,10.54.16.90,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.54.16.91,10.54.16.91,ESX Server,TRUE,Middletown-Middle St Data Center,10.54.16.91,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.54.16.96,10.54.16.96,ESX Server,TRUE,Middletown-Middle St Data Center,10.54.16.96,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.54.16.97,10.54.16.97,ESX Server,TRUE,Middletown-Middle St Data Center,10.54.16.97,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.54.21.58,10.54.21.58,ESX Server,TRUE,Middletown-Middle St Data Center,10.54.21.58,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.54.21.64,10.54.21.64,ESX Server,TRUE,Middletown-Middle St Data Center,10.54.21.64,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.54.80.21,10.54.80.21,ESX Server,TRUE,Middletown-Middle St Data Center,10.54.80.21,PROD,Operational,Installed,ESX,VMware ESXi 7.0.3 build-24117913,
10.54.80.22,10.54.80.22,ESX Server,TRUE,Middletown-Middle St Data Center,10.54.80.22,PROD,Operational,Installed,ESX,VMware ESXi 7.0.3 build-24117913,
10.54.80.23,10.54.80.23,ESX Server,TRUE,Middletown-Middle St Data Center,10.54.80.23,PROD,Operational,Installed,ESX,VMware ESXi 7.0.3 build-24117913,
10.54.80.24,10.54.80.24,ESX Server,TRUE,Middletown-Middle St Data Center,10.54.80.24,PROD,Operational,Installed,ESX,VMware ESXi 7.0.3 build-24117913,
10.54.80.25,10.54.80.25,ESX Server,TRUE,Middletown-Middle St Data Center,10.54.80.25,PROD,Operational,Installed,ESX,VMware ESXi 7.0.3 build-24117913,
10.54.80.27,10.54.80.27,ESX Server,TRUE,Middletown-Middle St Data Center,10.54.80.27,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.54.80.28,10.54.80.28,ESX Server,TRUE,Middletown-Middle St Data Center,10.54.80.28,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.54.80.29,10.54.80.29,ESX Server,TRUE,Middletown-Middle St Data Center,10.54.80.29,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.54.80.30,10.54.80.30,ESX Server,TRUE,Middletown-Middle St Data Center,10.54.80.30,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.54.80.31,10.54.80.31,ESX Server,TRUE,Middletown-Middle St Data Center,10.54.80.31,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.54.80.32,10.54.80.32,ESX Server,TRUE,Middletown-Middle St Data Center,10.54.80.32,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.54.80.36,10.54.80.36,ESX Server,TRUE,Middletown-Middle St Data Center,10.54.80.36,PROD,Operational,Installed,ESX,VMware ESXi 7.0.3 build-24117913,
10.54.80.37,10.54.80.37,ESX Server,TRUE,Middletown-Middle St Data Center,10.54.80.37,PROD,Operational,Installed,ESX,VMware ESXi 7.0.3 build-24117913,
10.54.80.38,10.54.80.38,ESX Server,TRUE,Middletown-Middle St Data Center,10.54.80.38,PROD,Operational,Installed,ESX,VMware ESXi 7.0.3 build-24117913,
10.55.16.90,10.55.16.90,ESX Server,TRUE,,10.55.16.90,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.55.16.91,10.55.16.91,ESX Server,TRUE,,10.55.16.91,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.55.16.96,10.55.16.96,ESX Server,TRUE,,10.55.16.96,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.55.16.97,10.55.16.97,ESX Server,TRUE,,10.55.16.97,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.55.21.58,10.55.21.58,ESX Server,TRUE,,10.55.21.58,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.55.21.64,10.55.21.64,ESX Server,TRUE,,10.55.21.64,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.55.80.21,10.55.80.21,ESX Server,TRUE,Middletown-Middle St Data Center,10.55.80.21,PROD,Operational,Installed,ESX,VMware ESXi 7.0.3 build-24117913,
10.55.80.22,10.55.80.22,ESX Server,TRUE,Middletown-Middle St Data Center,10.55.80.22,PROD,Operational,Installed,ESX,VMware ESXi 7.0.3 build-24117913,
10.55.80.23,10.55.80.23,ESX Server,TRUE,Middletown-Middle St Data Center,10.55.80.23,PROD,Operational,Installed,ESX,VMware ESXi 7.0.3 build-24117913,
10.55.80.24,10.55.80.24,ESX Server,TRUE,Middletown-Middle St Data Center,10.55.80.24,PROD,Operational,Installed,ESX,VMware ESXi 7.0.3 build-24117913,
10.55.80.25,10.55.80.25,ESX Server,TRUE,Middletown-Middle St Data Center,10.55.80.25,PROD,Operational,Installed,ESX,VMware ESXi 7.0.3 build-24117913,
10.55.80.27,10.55.80.27,ESX Server,TRUE,Middletown-Middle St Data Center,10.55.80.27,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.55.80.28,10.55.80.28,ESX Server,TRUE,Middletown-Middle St Data Center,10.55.80.28,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.55.80.29,10.55.80.29,ESX Server,TRUE,Middletown-Middle St Data Center,10.55.80.29,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.55.80.30,10.55.80.30,ESX Server,TRUE,Middletown-Middle St Data Center,10.55.80.30,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.55.80.31,10.55.80.31,ESX Server,TRUE,Middletown-Middle St Data Center,10.55.80.31,PROD,Operational,Installed,ESX,VMware ESXi 7.0.3 build-24117913,
10.55.80.32,10.55.80.32,ESX Server,TRUE,Middletown-Middle St Data Center,10.55.80.32,PROD,Operational,Installed,ESX,VMware ESXi 7.0.3 build-24117913,
10.55.80.33,10.55.80.33,ESX Server,TRUE,Middletown-Middle St Data Center,10.55.80.33,PROD,Operational,Installed,ESX,VMware ESXi 7.0.3 build-24117913,
10.55.80.35,10.55.80.35,ESX Server,TRUE,Middletown-Middle St Data Center,10.55.80.35,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.55.80.36,10.55.80.36,ESX Server,TRUE,Middletown-Middle St Data Center,10.55.80.36,PROD,Operational,Installed,ESX,VMware ESXi 8.0.2 build-24117913,
10.80.233.31,10.80.233.31,ESX Server,FALSE,2843 West Charter Street - Delivery Door 236,10.80.233.31,,Retired,Retired,ESX,VMware ESXi 7.0.3 build-19482537,
10.80.233.33,10.80.233.33,ESX Server,FALSE,,10.80.233.33,TEST,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,
10.80.233.35,10.80.233.35,ESX Server,FALSE,,10.80.233.35,TEST,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,
10.93.67.43,10.93.67.43,ESX Server,TRUE,Scottsdale-9501 East Shea Blvd,10.93.67.43,,Non-Operational,Retired,ESX,VMware ESXi 7.0.3 build-24117913,
10.93.67.44,10.93.67.44,ESX Server,TRUE,Scottsdale-9501 East Shea Blvd,10.93.67.44,,Non-Operational,Retired,ESX,VMware ESXi 7.0.3 build-24117913,
10.93.67.45,10.93.67.45,ESX Server,TRUE,Scottsdale-9501 East Shea Blvd,10.93.67.45,,Non-Operational,Retired,ESX,VMware ESXi 7.0.3 build-24117913,
10.93.67.46,10.93.67.46,ESX Server,TRUE,Scottsdale-9501 East Shea Blvd,10.93.67.46,,Non-Operational,Retired,ESX,VMware ESXi 7.0.3 build-24117913,
10.93.67.47,10.93.67.47,ESX Server,TRUE,Scottsdale-9501 East Shea Blvd,10.93.67.47,,Non-Operational,Retired,ESX,VMware ESXi 7.0.3 build-24117913,
10.93.67.48,10.93.67.48,ESX Server,TRUE,Scottsdale-9501 East Shea Blvd,10.93.67.48,,Non-Operational,Retired,ESX,VMware ESXi 7.0.3 build-24117913,
10.93.67.49,10.93.67.49,ESX Server,TRUE,Scottsdale-9501 East Shea Blvd,10.93.67.49,,Non-Operational,Retired,ESX,VMware ESXi 7.0.3 build-24117913,
10.93.67.62,10.93.67.62,ESX Server,TRUE,Scottsdale-9501 East Shea Blvd,10.93.67.62,,Non-Operational,Retired,ESX,VMware ESXi 7.0.3 build-24117913,
10000293 - Server PowerEdge R640,,Server,FALSE,,,,Operational,Installed,,,
10SFPR3 - PowerEdge R7525,,Server,FALSE,Cumberland-2100 Highland Corp,,,Operational,Installed,,,
11_VS_PBM_ScannerPool,11_VS_PBM_ScannerPool.ericudcipminfsla.cvs.coml,Appliance,FALSE,,10.124.220.11,PROD,Operational,Installed,Linux Base: Appliance,14.10.3-1,PCI Security Tool
11_VS_Retail_ScannerPool,11_VS_Retail_ScannerPool.ericudcipminfsla.cvs.com,Appliance,FALSE,,10.228.124.11,PROD,Operational,Installed,Linux Base: Appliance,14.10.3-1,PCI Security Tool
12_VS_PBM_ScannerPool,12_VS_PBM_ScannerPool.ericudcipminfsla.cvs.com,Appliance,FALSE,,10.124.220.12,PROD,Operational,Installed,Linux Base: Appliance,14.10.3-1,PCI Security Tool
12_VS_Retail_ScannerPool,12_VS_Retail_ScannerPool.ericudcipminfsla.cvs.com,Appliance,FALSE,,10.228.124.12,PROD,Operational,Installed,Linux Base: Appliance,14.10.3-1,PCI Security Tool
129999930 - Server PowerEdge R640,,Server,FALSE,,,,Operational,Installed,,,
13_VS_PBM_ScannerPool,13_VS_PBM_ScannerPool.ericudcipminfsla.cvs.com,Appliance,FALSE,,10.124.220.13,PROD,Operational,Installed,Linux Base: Appliance,14.10.3-1,PCI Security Tool
13_VS_Retail_ScannerPool,13_VS_Retail_ScannerPool.ericudcipminfsla.cvs.com,Appliance,FALSE,,10.228.124.13,PROD,Operational,Installed,Linux Base: Appliance,14.10.3-1,PCI Security Tool
1394939202 - Server PowerEdge R640,,Server,FALSE,,,,Operational,Installed,,,
14_VS_PBM_ScannerPool,14_VS_PBM_ScannerPool.ericudcipminfsla.cvs.com,Appliance,FALSE,,10.124.220.14,PROD,Operational,Installed,Linux Base: Appliance,14.10.3-1,PCI Security Tool
14_VS_Retail_ScannerPool,14_VS_Retail_ScannerPool.ericudcipminfsla.cvs.com,Appliance,FALSE,,10.228.124.14,PROD,Operational,Installed,Linux Base: Appliance,14.10.3-1,PCI Security Tool
15_VS_PBM_ScannerPool,15_VS_PBM_ScannerPool.ericudcipminfsla.cvs.com,Appliance,FALSE,,10.124.220.15,PROD,Operational,Installed,Linux Base: Appliance,14.10.3-1,PCI Security Tool
15_VS_Retail_ScannerPool,15_VS_Retail_ScannerPool.ericudcipminfsla.cvs.com,Appliance,FALSE,,10.228.124.15,PROD,Operational,Installed,Linux Base: Appliance,14.10.3-1,PCI Security Tool
157.121.197.200,157.121.197.200,ESX Server,TRUE,Middletown-Middle St Data Center,157.121.197.200,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-24117913,
157.121.197.201,157.121.197.201,ESX Server,TRUE,Middletown-Middle St Data Center,157.121.197.201,PROD,Operational,Installed,ESX,VMware ESXi 7.0.3 build-24117913,
157.121.197.220,157.121.197.220,ESX Server,TRUE,Middletown-Middle St Data Center,157.121.197.220,PROD,Operational,Installed,ESX,VMware ESXi 7.0.3 build-24117913,
157.121.197.221,157.121.197.221,ESX Server,TRUE,Middletown-Middle St Data Center,157.121.197.221,PROD,Operational,Installed,ESX,VMware ESXi 7.0.3 build-24117913,
157.121.245.200,157.121.245.200,ESX Server,TRUE,Middletown-Middle St Data Center,157.121.245.200,PROD,Operational,Installed,ESX,VMware ESXi 7.0.3 build-24117913,
157.121.245.201,157.121.245.201,ESX Server,TRUE,Middletown-Middle St Data Center,157.121.245.201,PROD,Operational,Installed,ESX,VMware ESXi 7.0.3 build-24117913,
157.121.245.220,157.121.245.220,ESX Server,TRUE,Middletown-Middle St Data Center,157.121.245.220,,Non-Operational,Retired,ESX,VMware ESXi 7.0.3 build-24117913,
157.121.245.221,157.121.245.221,ESX Server,TRUE,Middletown-Middle St Data Center,157.121.245.221,,Non-Operational,Retired,ESX,VMware ESXi 7.0.3 build-24117913,
157.121.35.48,,Linux Server,FALSE,,157.121.35.48,QA,Non-Operational,Retired,,,Not PCI related
1570921000587 - DGX-1 Deep Learning System,,Server,FALSE,Woonsocket-1 CVS Drive,,,Operational,Installed,,,
16_VS_PBM_ScannerPool,16_VS_PBM_ScannerPool.ericudcipminfsla.cvs.com,Appliance,FALSE,,10.124.220.16,PROD,Operational,Installed,Linux Base: Appliance,14.10.3-1,PCI Security Tool
16_VS_Retail_ScannerPool,16_VS_Retail_ScannerPool.ericudcipminfsla.cvs.com,Appliance,FALSE,,10.228.124.16,PROD,Operational,Installed,Linux Base: Appliance,14.10.3-1,PCI Security Tool
17_VS_PBM_ScannerPool,17_VS_PBM_ScannerPool.ericudcipminfsla.cvs.coml,Appliance,FALSE,,10.124.220.17,PROD,Operational,Installed,Linux Base: Appliance,14.10.3-1,PCI Security Tool
17_VS_Retail_ScannerPool,17_VS_Retail_ScannerPool.ericudcipminfsla.cvs.com,Appliance,FALSE,,10.228.124.17,PROD,Operational,Installed,Linux Base: Appliance,14.10.3-1,PCI Security Tool
172.18.150.71,172.18.150.71,ESX Server,TRUE,,172.18.150.71,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
172.18.150.73,172.18.150.73,ESX Server,TRUE,,172.18.150.73,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
172.18.150.76,172.18.150.76,ESX Server,TRUE,,172.18.150.76,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
172.18.180.246,172.18.180.246,ESX Server,TRUE,,172.18.180.246,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
172.18.6.230,172.18.6.230,ESX Server,TRUE,,172.18.6.230,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
172.18.6.233,172.18.6.233,ESX Server,TRUE,,172.18.6.233,,Operational,Retired,ESX,VMware ESXi 7.0.3 build-22751820,
178TMW3 - VSAN-RN R760,,Server,FALSE,"8135 NE Evergreen Parkway Hillsboro OR, 97124",,,Operational,In Stock,,,
17QBKQ3 - POWEREDGE R740XD,,Server,FALSE,570 Pigeon Hill Road,,,Operational,Retired,,,
18_VS_PBM_ScannerPool,18_VS_PBM_ScannerPool.ericudcipminfsla.cvs.com,Appliance,FALSE,,10.124.220.18,PROD,Operational,Installed,Linux Base: Appliance,14.10.3-1,PCI Security Tool
18_VS_Retail_ScannerPool,18_VS_Retail_ScannerPool.ericudcipminfsla.cvs.com,Appliance,FALSE,,10.228.124.18,PROD,Operational,Installed,Linux Base: Appliance,14.10.3-1,PCI Security Tool
19_VS_PBM_ScannerPool,19_VS_PBM_ScannerPool.ericudcipminfsla.cvs.com,Appliance,FALSE,,10.124.220.19,PROD,Operational,Installed,Linux Base: Appliance,14.10.3-1,PCI Security Tool
19_VS_Retail_ScannerPool,19_VS_Retail_ScannerPool.ericudcipminfsla.cvs.com,Appliance,FALSE,,10.228.124.19,PROD,Operational,Installed,Linux Base: Appliance,14.10.3-1,PCI Security Tool
1CTHXB4 - PowerEdge R760,,Server,FALSE,Lumberton-One Berry Drive,,,Operational,In Stock,,,
1FL2XB4 - POWEREDGE R660,,Server,FALSE,Cumberland-2100 Highland Corp,,,Operational,In Stock,,,
1FT2XB4 - POWEREDGE R660,,Server,FALSE,Woonsocket-1 CVS Drive,,,Operational,In Stock,,,
1GL2XB4 - POWEREDGE R660,,Server,FALSE,Scottsdale-9501 East Shea Blvd,,,Operational,Installed,,,
1K4VWB4 - POWEREDGE R760,,Server,FALSE,Woonsocket-1 CVS Drive,,,Operational,In Stock,,,
1R36YB4 - POWEREDGE R760,,Server,FALSE,Scottsdale-9501 East Shea Blvd,,,Operational,In Stock,,,
1S6VWB4 - POWEREDGE R760,,Server,FALSE,Woonsocket-1 CVS Drive,,,Operational,In Stock,,,
